id,ts,sensor,reading,quality,label
6353,2026-07-17,s18,5.2681,good,1
6354,1743945898,s26,-4.1287,good,2
6355,2026-03-17,s11,3.3548,ok,1
6356,2026-09-10,s30,,good,2
6357,2026-06-10,s8,,good,1
6358,2026-05-15,s38,5.0021,ok,1
6359,1725851103,s36,-5.2666,,2
6360,1745477117,s17,-2.2812,good,0
6361,2026-05-19,s18,-2.7295,BAD,2
6362,1715330314,s27,2.7018,BAD,0
6363,1714748626,s11,4.3912,good,1
6364,2026-06-10,s6,4.9608,,1
6365,2026-09-11,s29,1.0751,,0
6366,1761123834,s31,-3.171,OK,2
6367,2026-05-13,s36,5.2676,ok,1
6368,2026-06-12,s16,0.9448,ok,0
6369,2026-01-16,s1,-2.5445,OK,2
6370,1761227834,s22,-1.9756,good,2
6371,1761376785,s26,0.5603,good,0
6372,1707552764,s20,-0.0955,ok,2
6373,1767830024,s18,5.3182,,0
6374,1738248699,s38,-8.098,BAD,2
6375,2026-03-16,s23,3.7624,good,1
6376,1728919804,s5,5.4826,OK,1
6377,1731400296,s9,7.2703,good,1
6378,1773487301,s20,-4.8628,OK,2
6379,2026-09-10,s26,-1.5865,good,2
6380,1711538812,s37,2.519,BAD,0
6381,2026-05-17,s28,3.5861,OK,1
6382,1771294597,s30,4.2238,BAD,1
6383,2026-03-16,s14,2.7675,BAD,0
6384,1700570310,s40,-0.2612,BAD,0
6385,1783865506,s39,-0.8919,,0
6386,2026-06-19,s17,-3.4069,good,2
6387,2026-02-19,s7,-1.5326,,0
6388,1754530351,s31,-0.1704,OK,0
6389,2026-01-10,s14,1.6482,BAD,0
6390,1706751560,s11,7.4083,BAD,1
6391,2026-06-15,s16,-1.6812,good,0
6392,1759810657,s13,4.0773,,0
6393,1738312916,s36,0.5264,ok,0
6394,1778477124,s26,0.0559,OK,0
6395,1788965745,s3,-4.4709,good,2
6396,2026-09-19,s7,6.2289,OK,1
6397,1719219164,s29,-2.0655,ok,2
6398,2026-09-14,s15,-4.4766,good,2
6399,2026-07-10,s38,-1.3008,BAD,0
6400,2026-07-15,s5,1.7506,,0
6401,1744148748,s4,1.9451,OK,1
6402,1711772389,s26,5.9929,OK,1
6403,2026-04-16,s34,,good,1
6404,2026-06-16,s8,-0.5024,BAD,2
6405,2026-08-15,s39,3.1823,BAD,0
6406,2026-06-12,s34,-0.0616,good,0
6407,1751891093,s32,2.5845,good,0
6408,2026-09-12,s31,3.6495,good,1
6409,2026-06-12,s37,1.4353,OK,0
6410,2026-08-14,s36,6.6919,good,1
6411,1725216144,s2,2.9477,good,1
6412,2026-04-18,s40,0.7829,OK,0
6413,1716202491,s4,0.0492,ok,2
6414,2026-08-12,s7,-0.7472,,2
6415,2026-01-11,s35,4.0163,good,0
6416,1719169501,s32,3.9272,ok,1
6417,1725779574,s16,6.6881,good,1
6418,2026-09-14,s2,-1.2287,good,2
6419,1789030065,s22,1.6098,OK,0
6420,2026-07-11,s26,5.7337,ok,1
6421,2026-06-13,s1,0.234,,2
6422,1738784956,s30,2.9534,,0
6423,2026-08-14,s29,1.128,OK,0
6424,2026-07-17,s33,2.8083,ok,1
6425,1751589123,s30,-3.566,good,2
6426,1724924792,s29,1.0522,good,0
6427,2026-08-12,s32,-3.6326,ok,2
6428,1735723668,s21,0.8971,good,1
6429,2026-04-10,s28,-0.4007,ok,0
6430,2026-04-11,s8,1.8276,ok,0
6431,2026-01-17,s33,4.7026,,0
6432,1768894589,s13,3.5334,ok,1
6433,2026-06-14,s5,2.849,BAD,0
6434,2026-09-12,s3,1.1846,ok,1
6435,2026-04-11,s12,0.8775,,0
6436,2026-08-13,s5,-0.888,,0
6437,2026-03-16,s10,5.3562,,1
6438,1771758560,s2,-2.3374,good,0
6439,2026-06-18,s33,-5.7404,OK,2
6440,1775297021,s21,-0.129,OK,2
6441,2026-03-11,s19,-0.6622,OK,0
6442,2026-09-17,s30,0.2033,BAD,0
6443,1778744369,s36,-5.1943,ok,2
6444,2026-09-18,s9,1.3833,BAD,0
6445,1704729085,s24,-0.2882,ok,0
6446,2026-02-12,s39,7.0464,good,1
6447,1732000937,s2,3.1361,,0
6448,2026-01-19,s27,-1.3368,BAD,2
6449,1720884988,s16,6.2969,good,1
6450,1747567331,s17,-2.2134,good,2
6451,1745675783,s22,5.2893,BAD,1
6452,1775192227,s33,-3.9091,ok,2
6453,2026-05-14,s1,1.1372,BAD,0
6454,1713780095,s36,-0.6157,OK,0
6455,2026-05-19,s30,-4.8083,ok,2
6456,1730392348,s38,1.9016,OK,1
6457,1758559664,s39,0.7679,,0
6458,1766850775,s22,2.2648,good,0
6459,2026-03-14,s8,1.8452,,0
6460,2026-03-14,s30,6.1946,ok,1
6461,1771762732,s6,3.1478,good,1
6462,1744780821,s13,4.287,BAD,1
6463,2026-02-15,s36,4.681,ok,1
6464,2026-06-18,s2,-4.3654,OK,2
6465,1760198201,s37,-4.1357,ok,2
6466,2026-01-14,s26,-0.4732,,2
6467,2026-08-15,s19,1.6195,BAD,1
6468,2026-05-11,s31,-3.8783,good,2
6469,1761781935,s35,0.7198,OK,0
6470,1777863288,s39,2.1643,BAD,0
6471,1703145489,s15,-2.6074,OK,2
6472,2026-05-19,s28,0.9792,ok,0
6473,2026-06-15,s12,2.8188,good,1
6474,2026-09-12,s31,-3.4754,BAD,2
6475,2026-04-14,s27,-3.8649,,2
6476,2026-06-16,s35,0.9271,BAD,0
6477,2026-03-17,s17,-5.8266,OK,2
6478,1765400016,s11,6.1071,,1
6479,1756660326,s9,2.1289,OK,1
6480,1722952412,s2,-0.8988,BAD,0
6481,1767035778,s28,,BAD,0
6482,2026-09-17,s1,3.124,,1
6483,2026-05-14,s22,3.0457,OK,0
6484,2026-02-16,s21,1.9413,BAD,1
6485,2026-01-10,s32,1.6575,,0
6486,2026-05-10,s15,3.7821,good,0
6487,1721727936,s36,-2.5827,ok,2
6488,1756671053,s8,-1.6063,,0
6489,2026-08-14,s31,,good,2
6490,1705184168,s5,0.5773,good,0
6491,2026-04-19,s40,0.675,OK,0
6492,1772856324,s40,2.2782,,0
6493,2026-05-13,s3,-1.1006,,2
6494,2026-01-15,s19,-5.253,OK,2
6495,1725560459,s30,-0.812,ok,2
6496,2026-05-13,s10,,ok,1
6497,2026-02-10,s10,-3.2817,good,2
6498,1763710821,s21,3.7624,BAD,1
6499,1784145232,s20,-1.7814,OK,0
6500,2026-06-11,s17,-4.2698,,2
6501,1712406519,s6,-0.7097,,0
6502,1742788912,s13,5.2452,BAD,1
6503,1720932876,s21,0.0231,good,1
6504,1773123790,s26,-3.3323,ok,2
6505,2026-09-15,s17,-4.5271,BAD,2
6506,2026-09-19,s15,-0.7874,good,2
6507,2026-04-19,s6,0.0681,OK,0
6508,2026-07-13,s4,-0.5036,OK,2
6509,1708778439,s21,7.1317,good,1
6510,1703271155,s25,0.6358,BAD,0
6511,2026-09-11,s32,-2.6609,good,2
6512,2026-08-14,s13,7.3847,BAD,1
6513,1785683636,s23,1.6642,ok,1
6514,2026-06-19,s3,4.1513,BAD,0
6515,1709369119,s30,2.4924,ok,0
6516,1700193484,s30,0.9701,ok,0
6517,2026-07-17,s30,6.1314,ok,1
6518,2026-02-14,s19,1.9037,OK,0
6519,1771373601,s8,-1.9332,BAD,0
6520,2026-07-16,s5,2.2142,ok,0
6521,1742448736,s29,0.2684,OK,0
6522,1705683035,s19,-2.6323,ok,2
6523,1774247850,s2,5.7198,good,1
6524,2026-06-11,s12,-3.142,,2
6525,2026-07-12,s24,2.9266,good,0
6526,2026-02-11,s40,,BAD,2
6527,2026-06-10,s38,2.2323,good,1
6528,1753087262,s24,-0.9582,BAD,0
6529,2026-02-11,s10,5.738,BAD,1
6530,2026-09-14,s37,1.4678,good,0
6531,2026-03-16,s13,4.1798,good,0
6532,1738606897,s14,3.7002,OK,1
6533,2026-09-19,s25,-2.5907,,2
6534,1726228137,s27,-4.7936,BAD,2
6535,2026-02-15,s39,3.5359,ok,1
6536,2026-04-12,s31,4.7122,,1
6537,2026-08-10,s32,1.0426,good,0
6538,2026-02-19,s24,-1.0602,OK,2
6539,1725064003,s37,-5.1571,good,2
6540,2026-06-13,s21,-4.2208,good,2
6541,2026-08-10,s28,-0.5134,,2
6542,1709018695,s20,1.4921,,0
6543,2026-08-17,s3,-0.4881,ok,2
6544,2026-01-15,s16,-1.3226,ok,2
6545,1709755848,s16,3.5935,BAD,1
6546,2026-09-10,s23,0.6264,good,0
6547,1770924624,s10,-3.2448,,2
6548,2026-09-15,s17,4.6207,OK,1
6549,2026-03-10,s38,6.9633,good,1
6550,1744009490,s10,-2.259,good,2
6551,2026-08-19,s26,-2.3448,ok,2
6552,2026-05-13,s4,0.4526,OK,0
6553,1765235568,s32,-1.5791,ok,2
6554,1769963755,s29,3.9116,,1
6555,2026-09-18,s6,-1.9674,,0
6556,2026-06-18,s35,-3.0762,BAD,2
6557,1729146559,s20,0.0982,OK,0
6558,2026-03-13,s30,0.459,,0
6559,1766902509,s39,-2.8596,BAD,2
6560,2026-02-19,s29,-3.363,good,0
6561,1773973137,s36,-6.0343,,2
6562,2026-09-11,s18,-1.397,BAD,2
6563,2026-01-18,s40,-3.1717,good,2
6564,1778445330,s9,-5.1455,good,2
6565,2026-06-12,s2,1.1341,BAD,1
6566,2026-05-14,s22,-2.5945,OK,0
6567,2026-03-12,s31,-2.8989,BAD,2
6568,2026-04-10,s23,1.667,,0
6569,2026-01-16,s6,-1.9627,BAD,2
6570,1789082812,s25,1.5608,good,0
6571,2026-02-11,s18,1.9807,ok,0
6572,2026-07-16,s1,1.7677,good,0
6573,2026-06-14,s37,0.6566,OK,1
6574,1705640481,s16,-4.1835,BAD,2
6575,1714775594,s13,-3.99,ok,2
6576,2026-04-10,s9,-4.2629,BAD,2
6577,1769297690,s2,4.317,OK,0
6578,2026-07-10,s7,-0.7337,good,2
6579,1726614131,s37,-1.0528,ok,0
6580,2026-05-13,s6,,,2
6581,2026-08-11,s2,2.313,good,1
6582,2026-02-11,s20,-2.8488,good,2
6583,1774059668,s11,2.1515,good,1
6584,1782007593,s8,0.5614,good,1
6585,1756521635,s37,1.6344,BAD,0
6586,1721490006,s38,0.1122,ok,0
6587,1761065223,s39,-4.5501,OK,2
6588,1726772662,s24,-3.8935,BAD,2
6589,2026-06-13,s7,2.2262,ok,0
6590,2026-02-16,s40,-0.5107,good,0
6591,2026-03-15,s29,4.1461,good,1
6592,2026-01-13,s29,2.1379,,0
6593,1727841860,s27,-3.3846,OK,2
6594,1737894533,s25,,good,0
6595,1717729179,s32,2.3422,good,1
6596,2026-07-17,s38,4.3062,BAD,1
6597,2026-01-19,s27,6.223,OK,1
6598,2026-04-12,s29,-0.0167,,0
6599,1760175729,s37,-0.7009,good,0
6600,2026-01-13,s27,,ok,1
6601,1752520036,s15,4.6365,ok,0
6602,2026-08-15,s1,-3.175,ok,2
6603,2026-02-15,s18,-1.5082,ok,2
6604,1725394295,s16,-2.2095,good,2
6605,2026-04-11,s17,0.8094,BAD,0
6606,2026-06-12,s25,-2.2913,,0
6607,1785930068,s40,-0.4288,good,0
6608,1720339576,s10,2.514,OK,1
6609,2026-05-13,s40,-8.2262,,2
6610,1782341332,s33,,,1
6611,1776301955,s32,-3.7537,ok,2
6612,2026-06-19,s10,4.9648,good,0
6613,1751444867,s37,,good,0
6614,1709272058,s1,-2.3831,ok,0
6615,2026-05-13,s30,-1.4417,BAD,2
6616,1719462660,s8,-0.2857,,0
6617,1734294372,s39,2.6932,BAD,1
6618,2026-08-13,s18,4.1101,ok,1
6619,1730089972,s14,3.0272,ok,1
6620,1724946406,s10,-6.8561,ok,2
6621,2026-08-18,s19,0.3353,,0
6622,1783636179,s6,-7.388,BAD,2
6623,2026-05-11,s2,1.1058,,0
6624,1755542165,s27,,BAD,1
6625,2026-06-18,s21,3.3696,good,1
6626,1720376983,s27,2.8733,,0
6627,2026-08-12,s24,2.3479,OK,0
6628,1725100951,s35,0.6481,OK,1
6629,1718240297,s29,7.1339,good,1
6630,2026-08-14,s14,-2.3398,good,0
6631,2026-08-11,s40,-0.7475,OK,2
6632,2026-07-19,s38,2.2795,BAD,1
6633,2026-01-17,s16,-6.3512,OK,2
6634,2026-02-19,s29,-4.8122,OK,2
6635,1709632273,s35,0.4488,OK,0
6636,2026-02-10,s35,2.4275,ok,1
6637,2026-02-10,s1,0.3307,good,0
6638,2026-03-16,s27,-4.7009,ok,2
6639,2026-03-15,s22,1.7684,,1
6640,2026-07-13,s10,4.2202,ok,0
6641,2026-06-17,s11,-2.6192,ok,0
6642,1779427242,s12,,ok,0
6643,1777485634,s27,1.0101,good,0
6644,1788818059,s16,-5.1177,BAD,2
6645,1722106534,s9,7.4583,BAD,1
6646,2026-03-13,s10,2.7924,OK,1
6647,2026-04-14,s31,0.088,good,0
6648,1720774785,s25,-2.275,,2
6649,1777464127,s17,-5.6886,OK,2
6650,1766813094,s1,-0.5261,good,0
6651,1712333209,s15,2.0259,BAD,0
6652,1772615701,s40,-1.8795,OK,2
6653,1784692611,s22,0.289,,2
6654,2026-02-11,s18,3.0242,,0
6655,2026-03-16,s23,6.6005,ok,1
6656,2026-02-15,s38,-2.6279,OK,2
6657,1716077548,s26,3.9355,good,0
6658,1749893356,s17,1.022,good,0
6659,1748642117,s13,-1.8145,OK,2
6660,2026-07-14,s4,1.0754,BAD,0
6661,1779852527,s36,-0.4636,good,0
6662,1752633179,s35,-1.6271,OK,0
6663,2026-08-10,s31,3.8562,OK,1
6664,2026-04-19,s13,4.551,,1
6665,2026-06-16,s30,-3.2838,good,2
6666,2026-07-13,s24,3.3657,ok,1
6667,2026-05-11,s30,,good,0
6668,1746218111,s4,-1.5732,ok,2
6669,2026-06-15,s3,3.1065,,1
6670,1720085274,s22,-7.9992,ok,2
6671,2026-09-15,s19,-0.7658,BAD,0
6672,2026-09-14,s19,-2.7902,OK,2
6673,1729111151,s37,,good,0
6674,1748815389,s9,,BAD,1
6675,1772246750,s8,5.5668,,1
6676,2026-01-19,s3,2.0958,BAD,0
6677,2026-07-11,s40,-1.6411,OK,0
6678,2026-01-14,s22,3.8245,good,0
6679,2026-03-18,s16,4.5928,,1
6680,1726470853,s22,6.9699,good,1
6681,1773345943,s33,5.8434,OK,1
6682,2026-08-17,s24,-6.4075,BAD,2
6683,1750780669,s37,4.5734,ok,1
6684,2026-04-11,s7,4.4463,ok,1
6685,2026-05-14,s24,-0.1105,BAD,0
6686,1746744209,s27,1.3783,OK,2
6687,1738160833,s8,2.3253,,0
6688,1761529929,s26,-2.7883,OK,2
6689,1763255649,s17,1.072,ok,0
6690,1749520126,s30,-0.7367,ok,0
6691,1783746671,s15,-1.7887,BAD,2
6692,1704151246,s32,-3.5021,OK,2
6693,1768450275,s1,3.6499,,1
6694,1776246406,s31,-5.8678,,2
6695,2026-04-15,s17,1.7296,BAD,2
6696,2026-04-16,s28,0.2437,ok,0
6697,2026-06-10,s11,,ok,1
6698,2026-05-17,s20,-1.1964,ok,0
6699,2026-06-12,s14,1.154,OK,0
6700,1786948559,s21,4.8415,OK,1
6701,2026-03-16,s10,-0.3539,BAD,0
6702,2026-09-19,s20,1.7109,OK,0
6703,2026-09-17,s34,-2.3073,OK,0
6704,2026-07-15,s25,6.1033,ok,1
6705,2026-03-16,s27,-1.7974,OK,2
6706,2026-06-13,s20,-3.7837,BAD,2
6707,2026-09-13,s32,-1.3494,BAD,0
6708,2026-07-10,s12,-2.301,BAD,0
6709,1735896939,s29,0.1392,good,0
6710,2026-09-14,s23,2.0023,OK,0
6711,2026-06-12,s24,-3.7975,ok,2
6712,1786728285,s1,4.5585,OK,0
6713,1723489560,s3,5.2393,ok,1
6714,1771734161,s8,1.2013,,1
6715,2026-07-18,s14,-1.0523,BAD,0
6716,1757131720,s11,-5.4304,OK,2
6717,1744761878,s14,-0.9222,ok,0
6718,1769818347,s13,-2.7048,ok,0
6719,1703559459,s30,-0.2052,ok,0
6720,1737106258,s8,2.8529,good,0
6721,2026-01-18,s24,6.0286,BAD,1
6722,2026-01-17,s18,4.4346,ok,1
6723,1778238697,s34,1.0763,OK,0
6724,1739372859,s3,7.1365,,1
6725,2026-09-16,s39,2.2806,OK,0
6726,1720498008,s40,-4.0191,OK,2
6727,2026-02-19,s35,4.8017,good,1
6728,1765830090,s14,3.7824,ok,1
6729,1744623495,s3,2.9473,good,1
6730,1770897962,s34,4.783,good,1
6731,2026-08-14,s21,2.0047,good,0
6732,2026-02-14,s23,2.601,good,0
6733,2026-09-11,s13,3.3872,good,1
6734,2026-02-10,s35,4.1886,good,1
6735,2026-04-10,s3,7.1731,OK,1
6736,2026-02-12,s26,-0.3004,good,0
6737,1785894750,s5,-4.5957,,2
6738,2026-04-19,s13,3.551,,1
6739,1759323343,s36,-5.9654,BAD,2
6740,1743604459,s29,-3.419,good,2
6741,1705324410,s8,,BAD,2
6742,2026-01-12,s36,-1.5762,BAD,0
6743,2026-06-17,s30,-1.0964,OK,0
6744,2026-01-16,s4,-2.9459,ok,2
6745,2026-02-14,s36,-1.489,ok,0
6746,2026-05-12,s34,-1.4266,OK,2
6747,1720665862,s16,4.8603,BAD,1
6748,2026-09-15,s22,5.4568,BAD,1
6749,1701362738,s32,0.0093,,0
6750,2026-02-14,s22,0.0686,good,2
6751,2026-01-12,s28,2.1071,ok,1
6752,1760086443,s15,4.7291,BAD,1
6753,1734193459,s22,2.9606,good,0
6754,2026-03-18,s7,,OK,1
6755,2026-09-13,s12,7.1379,good,1
6756,1729761233,s21,-1.8043,OK,2
6757,1717164154,s8,2.0102,good,1
6758,2026-07-12,s4,4.2063,OK,1
6759,2026-04-15,s15,-0.0409,OK,2
6760,2026-07-13,s24,-1.438,OK,2
6761,1759197457,s25,2.2892,BAD,1
6762,2026-05-13,s1,5.8339,ok,1
6763,2026-04-12,s21,-4.1283,,2
6764,1768654147,s37,4.2826,OK,1
6765,1757277667,s40,0.9636,good,1
6766,1740453397,s27,5.8156,ok,1
6767,1748256389,s22,0.9611,ok,0
6768,2026-07-16,s7,1.1174,good,0
6769,1711534969,s24,4.3772,BAD,1
6770,2026-01-17,s16,,good,1
6771,1753033769,s30,-1.2818,ok,2
6772,1787224637,s34,-2.2081,,2
6773,1732251269,s20,2.6895,,1
6774,1740534894,s33,,BAD,2
6775,2026-06-11,s32,6.4278,,1
6776,1742008453,s3,3.053,OK,0
6777,1713866501,s39,-0.0977,OK,0
6778,1760420159,s33,-2.2314,OK,2
6779,1713943842,s4,7.4807,OK,1
6780,1771257943,s12,4.9178,OK,1
6781,1702011807,s36,-0.6006,good,2
6782,2026-09-13,s28,5.1102,,1
6783,2026-07-10,s30,2.8055,OK,1
6784,1780429575,s2,2.8767,BAD,0
6785,2026-02-17,s40,3.7213,,1
6786,1776009816,s8,3.6659,good,0
6787,1753414076,s14,3.6613,good,0
6788,1786177364,s12,2.8833,ok,0
6789,2026-05-10,s25,-0.8814,good,0
6790,2026-03-11,s25,-4.2343,ok,2
6791,2026-03-11,s8,-5.0035,BAD,2
6792,2026-04-13,s30,2.5455,,0
6793,2026-09-14,s13,,,0
6794,2026-03-14,s7,5.4186,good,1
6795,1740953037,s10,6.3525,OK,1
6796,2026-08-11,s23,0.583,good,0
6797,2026-06-19,s33,-4.2906,OK,2
6798,2026-04-13,s12,-0.8471,,2
6799,2026-07-10,s18,3.7808,OK,0
6800,1788985703,s27,-3.495,good,2
6801,2026-01-12,s5,1.624,good,0
6802,1747682895,s29,2.1604,ok,0
6803,1782329100,s27,4.219,BAD,1
6804,2026-09-17,s16,4.1259,BAD,1
6805,1718046502,s15,5.797,good,1
6806,2026-05-19,s8,2.8799,ok,0
6807,1730143189,s1,-1.0363,,2
6808,1779976464,s32,-3.1274,good,2
6809,2026-01-16,s3,6.9717,good,1
6810,1778137384,s12,-7.0358,,2
6811,2026-07-13,s16,7.051,good,1
6812,2026-09-14,s34,4.8291,OK,1
6813,1758652763,s20,5.9431,good,1
6814,1715879001,s35,0.0301,BAD,0
6815,1737829683,s17,5.4469,OK,1
6816,2026-05-13,s32,6.1389,OK,1
6817,2026-09-17,s27,-0.1168,BAD,0
6818,2026-09-17,s37,-0.1678,OK,0
6819,2026-06-17,s35,7.5117,,1
6820,1742879246,s36,5.6952,OK,1
6821,1709522741,s10,-4.0823,good,2
6822,2026-02-19,s27,3.9765,ok,1
6823,2026-07-12,s4,4.7346,good,1
6824,1710635709,s33,4.3513,OK,1
6825,1754483916,s29,-4.7697,good,2
6826,2026-09-12,s16,-5.7901,,2
6827,2026-06-16,s33,-0.9822,,0
6828,2026-09-14,s7,-4.2309,OK,2
6829,1762765830,s15,6.1574,ok,1
6830,1778036253,s24,-4.7327,ok,2
6831,2026-07-16,s5,-0.021,OK,2
6832,1773612322,s25,2.4781,ok,0
6833,1784220040,s19,0.2955,good,0
6834,1788902290,s6,9.1582,OK,1
6835,1706306597,s25,0.3621,good,0
6836,2026-03-14,s4,-0.7551,ok,0
6837,2026-04-14,s10,-2.7515,,2
6838,2026-07-13,s26,2.4375,OK,1
6839,1769195942,s37,-0.5725,,0
6840,1759901128,s5,3.4895,BAD,1
6841,1760371552,s11,2.1661,OK,1
6842,1775278050,s33,4.8238,OK,1
6843,2026-08-17,s13,2.8706,good,1
6844,1776003736,s32,1.9179,good,0
6845,1759682391,s17,-1.7363,ok,0
6846,1744282845,s21,0.2775,,0
6847,1749524468,s28,,good,0
6848,1706722795,s26,10.2172,BAD,1
6849,1768718584,s24,-3.4492,BAD,2
6850,1766025476,s1,-4.6794,,2
6851,1756733389,s16,-0.3659,ok,0
6852,1744951936,s34,3.378,ok,0
6853,2026-06-14,s27,,ok,1
6854,1718426870,s11,4.5659,BAD,0
6855,1783905384,s40,-4.2919,OK,2
6856,1704375641,s29,-3.0581,good,2
6857,2026-01-11,s10,-4.1763,ok,0
6858,1753094633,s27,6.429,,1
6859,2026-09-18,s28,-2.2679,good,0
6860,1724547553,s11,3.8379,,1
6861,2026-07-18,s23,2.8051,,0
6862,2026-01-19,s14,8.1621,ok,1
6863,1759499501,s37,0.0457,OK,2
6864,1704032928,s17,-3.328,BAD,2
6865,1719916677,s35,2.0976,good,1
6866,1778847754,s36,4.0164,BAD,0
6867,2026-07-14,s40,5.1913,ok,1
6868,2026-06-17,s11,-0.9191,ok,0
6869,2026-03-17,s31,1.8438,BAD,0
6870,2026-03-13,s29,-0.404,OK,0
6871,2026-01-15,s27,3.0801,,0
6872,1717379358,s1,1.6213,BAD,0
6873,2026-07-11,s21,-2.1222,BAD,2
6874,2026-08-18,s32,1.367,BAD,1
6875,1785663730,s10,4.7567,ok,1
6876,2026-09-12,s19,-0.1003,good,0
6877,2026-03-17,s16,-6.7049,OK,2
6878,2026-01-19,s24,-1.5935,good,2
6879,1761510286,s20,-0.1311,OK,2
6880,2026-08-17,s3,5.1126,,0
6881,2026-09-16,s1,1.4641,,0
6882,1761686259,s8,-3.0008,good,0
6883,1778399930,s33,2.7467,,0
6884,1783370595,s13,4.143,ok,0
6885,2026-01-16,s6,-4.8053,ok,2
6886,2026-09-17,s33,1.1024,ok,0
6887,2026-02-15,s23,-0.2707,,0
6888,2026-09-10,s4,0.4588,OK,0
6889,1767171812,s35,-0.8568,good,0
6890,1779282339,s6,4.2542,good,1
6891,2026-03-10,s5,6.0562,good,1
6892,2026-05-11,s29,4.2288,BAD,1
6893,1763345321,s23,2.5236,good,1
6894,2026-08-12,s37,8.1245,ok,1
6895,1775338546,s18,-0.706,BAD,0
6896,1781735404,s10,2.7786,BAD,1
6897,2026-05-12,s22,-0.962,OK,0
6898,2026-02-12,s19,0.8533,good,0
6899,2026-09-12,s28,1.6165,,0
6900,2026-07-11,s33,-0.1351,OK,0
6901,1776625992,s24,6.3363,good,1
6902,1767609822,s39,2.1945,good,1
6903,2026-08-11,s1,-4.1204,BAD,2
6904,1707704918,s6,3.2215,BAD,0
6905,1754543323,s12,3.0163,BAD,0
6906,2026-02-19,s40,-2.1462,good,2
6907,1769186489,s36,-3.2804,good,2
6908,2026-09-13,s7,-1.3947,OK,0
6909,2026-02-16,s15,6.8724,OK,1
6910,1783682326,s11,-1.0051,OK,2
6911,1766752420,s39,,OK,0
6912,2026-03-15,s13,-6.7132,ok,2
6913,1778650389,s26,-2.6989,ok,2
6914,2026-05-10,s13,5.1204,ok,0
6915,2026-08-16,s17,1.43,,0
6916,2026-04-16,s15,7.1655,,1
6917,2026-01-15,s35,-0.6802,,0
6918,1708803924,s30,-3.8284,ok,2
6919,1774926824,s37,-0.0513,ok,1
6920,2026-09-18,s36,3.0252,BAD,1
6921,1761137952,s16,-4.1576,,2
6922,2026-08-19,s36,4.0442,,1
6923,2026-04-14,s20,0.0638,,0
6924,1780480841,s4,3.3323,,1
6925,2026-09-10,s12,1.785,,0
6926,1721307471,s37,-2.2171,ok,2
6927,1773441717,s29,-1.1411,ok,0
6928,2026-04-15,s11,2.2639,good,0
6929,1754829853,s6,-3.3015,good,2
6930,1745019197,s24,-0.7453,good,0
6931,2026-01-17,s38,-3.3528,good,2
6932,2026-06-15,s8,0.4257,ok,2
6933,1783075580,s1,1.1169,good,0
6934,1771922613,s20,1.0442,,0
6935,2026-07-10,s2,2.5035,BAD,1
6936,1785760385,s17,-1.7372,,2
6937,2026-01-11,s4,4.7241,BAD,1
6938,1708315535,s32,7.1493,ok,1
6939,1755242823,s2,2.0457,good,0
6940,1769463065,s29,2.4371,BAD,0
6941,2026-03-13,s15,3.3569,,1
6942,2026-08-14,s19,0.6052,good,0
6943,1773988111,s19,,BAD,2
6944,1773141293,s3,1.8093,OK,0
6945,2026-04-14,s6,-4.1492,BAD,2
6946,2026-07-12,s15,-4.3518,good,2
6947,1751364251,s6,2.9859,BAD,1
6948,2026-06-12,s16,2.4614,good,2
6949,1745529680,s39,0.6039,OK,2
6950,1763747600,s12,-1.4589,,2
6951,2026-04-17,s2,-0.6241,good,2
6952,2026-07-17,s4,5.5523,OK,1
6953,1764851749,s20,-1.5455,OK,2
6954,1749282978,s21,3.424,,1
6955,1768244331,s17,0.1928,ok,0
6956,2026-04-13,s40,0.2637,good,0
6957,1700712162,s5,4.6921,ok,0
6958,1785887413,s17,-4.2684,BAD,2
6959,1731419315,s1,1.0177,,0
6960,2026-08-18,s9,,good,1
6961,2026-01-13,s33,0.7461,good,0
6962,1732270268,s14,-4.559,good,2
6963,2026-03-19,s20,6.1538,BAD,1
6964,2026-03-10,s20,1.7947,ok,0
6965,2026-06-10,s14,-1.5255,good,2
6966,1726615249,s28,-0.8056,OK,0
6967,1757443056,s21,4.2288,,1
6968,2026-09-12,s37,,BAD,2
6969,2026-06-19,s11,2.3349,OK,0
6970,1720017416,s17,4.8006,OK,1
6971,2026-02-16,s38,-0.4967,ok,0
6972,1702269528,s12,-3.8332,ok,2
6973,2026-04-11,s31,-4.1194,,2
6974,1760881629,s10,-0.1886,ok,0
6975,2026-08-19,s5,-3.3884,BAD,2
6976,1750888271,s5,-0.0405,,0
6977,2026-06-12,s14,3.2512,,1
6978,2026-08-17,s40,5.9139,BAD,1
6979,2026-04-14,s37,-3.1143,ok,2
6980,1764711062,s31,0.2181,,2
6981,1749577809,s17,3.3239,BAD,1
6982,1722264015,s8,-0.2798,ok,0
6983,2026-02-10,s15,-2.5609,BAD,2
6984,2026-07-15,s14,-1.087,,0
6985,1725792112,s20,-3.9439,BAD,2
6986,1711070489,s20,4.2432,good,1
6987,1727083457,s19,-3.1995,ok,2
6988,2026-05-10,s8,7.5898,OK,1
6989,2026-04-18,s37,7.3124,,1
6990,2026-08-12,s11,2.827,BAD,1
6991,2026-07-16,s39,5.5491,,1
6992,1702492386,s28,-3.0105,OK,2
6993,1733588083,s23,-0.673,OK,0
6994,2026-08-12,s25,-2.5008,BAD,2
